epoch	perceptual loss
544	0.002771009
545	0.002638078
546	0.002739464
547	0.002734563
548	0.00274261
549	0.002632624
550	0.002749146
551	0.002839842
552	0.002781062
553	0.002939222
554	0.002783777
555	0.002683494
556	0.002649172
557	0.002573589
558	0.002663895
559	0.002660765
560	0.002772297
561	0.002721617
562	0.002745486
563	0.002702639
564	0.00261212
565	0.002666303
566	0.002612539
567	0.002592842
568	0.002605387
569	0.002649052
570	0.002658526
571	0.002619196
572	0.002726825
573	0.002665495
574	0.002710993
575	0.002598287
576	0.002578308
577	0.00293014
578	0.002829047
579	0.002880406
580	0.00269528
581	0.002601657
582	0.002698849
583	0.002664316
584	0.002593304
585	0.002716442
586	0.002596393
587	0.002528634
588	0.002425267
589	0.002453114
590	0.002610121
591	0.002515897
592	0.002808243
593	0.00265035
594	0.002839865
595	0.002683016
596	0.002521564
597	0.002435509
598	0.002656842
599	0.002657709
600	0.00258675
601	0.002627898
602	0.002552001
603	0.002532601
604	0.002492886
605	0.002693627
606	0.002528896
607	0.00254138
608	0.002451875
609	0.00254122
610	0.002453126
611	0.002711894
612	0.002578003
613	0.002616887
614	0.002642923
615	0.002718451
616	0.002576256
617	0.002424001
618	0.00241153
619	0.002444277
620	0.002487805
621	0.002379841
622	0.002562943
623	0.002460693
624	0.002468323
625	0.002559361
626	0.002414159
627	0.002427008
628	0.002415788
629	0.002440006
630	0.002603328
631	0.002569467
632	0.002736837
633	0.00255954
634	0.002602957
635	0.002561722
636	0.002396965
637	0.002441066
638	0.00242029
639	0.002670677
640	0.002477801
641	0.002556274
642	0.002530789
643	0.002667647
644	0.002374368
645	0.002501757
646	0.002440636
647	0.002534596
648	0.002432767
649	0.002433109
650	0.002463733
651	0.002392275
652	0.003033674
653	0.002783267
654	0.002572326
655	0.00238003
656	0.002307512
657	0.002435486
658	0.002298139
659	0.002258401
660	0.00225062
661	0.002454234
662	0.002459072
663	0.002338001
664	0.002422649
665	0.002348418
666	0.002326544
667	0.002453298
668	0.002345075
669	0.002436909
670	0.002518565
671	0.002442394
672	0.002359889
673	0.002453512
674	0.00251678
675	0.002733154
676	0.002534534
677	0.002406498
678	0.00238453
679	0.00230309
680	0.002229245
681	0.002262436
682	0.002201506
683	0.002355473
684	0.002292753
685	0.002330608
686	0.002414193
687	0.002389319
688	0.002411422
689	0.002457296
690	0.002534145
691	0.002419686
692	0.002251897
693	0.002243865
694	0.002208629
695	0.002470455
696	0.002617116
697	0.002443359
698	0.002230479
699	0.002277218
700	0.002386865
701	0.003254883
702	0.002416867
703	0.002396336
704	0.00223179
705	0.002218232
706	0.00220765
707	0.002288392
708	0.002511369
709	0.002482181
710	0.002209694
711	0.002236328
712	0.002286928
713	0.00216917
714	0.002144625
715	0.002702506
716	0.002482052
717	0.002373451
718	0.002239344
719	0.002349678
720	0.002159673
721	0.002152894
722	0.002313111
723	0.002303777
724	0.002221455
725	0.002223803
726	0.002210417
727	0.002276736
728	0.002356898
729	0.002309136
730	0.002160303
731	0.002168938
732	0.002382147
733	0.002246632
734	0.002195529
735	0.002181399
736	0.002162637
737	0.002055494
738	0.002171909
739	0.00220968
740	0.002236383
741	0.002365468
742	0.002414185
743	0.002274132
744	0.002206358
745	0.002175822
746	0.002116017
747	0.00240541
748	0.002450168
749	0.002264891
750	0.00225676
751	0.002234214
752	0.002285233
753	0.002184368
754	0.002219881
755	0.002169068
756	0.002091683
757	0.002134257
758	0.002067329
759	0.002153288
760	0.002074825
761	0.002144028
762	0.002104339
763	0.002199823
764	0.002132096
765	0.002179363
766	0.002189566
767	0.002132094
768	0.002237828
769	0.002914944
770	0.00251153
771	0.002298691
772	0.00217621
773	0.002082031
774	0.002122321
775	0.002286493
776	0.002346941
777	0.002245662
778	0.00221943
779	0.002052315
780	0.002019383
781	0.002152476
782	0.002320967
783	0.002264258
784	0.002346247
785	0.002109992
786	0.002041507
787	0.002076973
788	0.002131818
789	0.002082352
790	0.002156865
791	0.002073154
792	0.002042464
793	0.002146485
794	0.002062609
795	0.002264269
796	0.002155007
797	0.002100745
798	0.002030164
799	0.002158715
800	0.002115605
801	0.002224568
802	0.002254442
803	0.002287731
804	0.002105087
805	0.002034327
806	0.002014023
807	0.002008523
808	0.002075723
809	0.002131972
810	0.002008378
811	0.002351558
812	0.002180395
813	0.002229578
814	0.002180566
815	0.00204219
816	0.002240808
817	0.002374535
818	0.002245507
819	0.002358238
820	0.00212455
821	0.00208755
822	0.002043845
823	0.002046954
824	0.002108739
825	0.002233635
826	0.002198581
827	0.002140684
828	0.002147126
829	0.002057426
830	0.002136543
831	0.002014859
832	0.002044047
833	0.002093898
834	0.002152391
835	0.002017392
836	0.002091353
837	0.002195832
838	0.002233584
839	0.00203316
840	0.00199477
841	0.002078604
842	0.002028649
843	0.002136328
844	0.002090251
845	0.002031343
846	0.001972712
847	0.001959067
848	0.001984903
849	0.001934816
850	0.002093393
851	0.002160482
852	0.00212576
853	0.00206987
854	0.002097054
855	0.002020103
856	0.002064585
857	0.002004996
858	0.002016969
859	0.002050013
860	0.002150329
861	0.002073248
862	0.002060252
863	0.002020768
864	0.002011106
865	0.001984006
866	0.002072536
867	0.002100619
868	0.002112689
869	0.00217644
870	0.00204107
871	0.001956637
872	0.002092512
873	0.001946161
874	0.001911815
875	0.001983627
876	0.002104988
877	0.002161618
878	0.002382798
879	0.002297313
880	0.002119092
881	0.001968877
882	0.002110057
883	0.001907726
884	0.001902147
885	0.001945468
886	0.002008001
887	0.001948429
888	0.001927648
889	0.001973859
890	0.001891477
891	0.001986864
892	0.001919186
893	0.001863346
894	0.00200742
895	0.002127591
896	0.00318853
897	0.002357969
898	0.002096259
899	0.001902126
900	0.001893457
901	0.001837974
902	0.001922872
903	0.001986887
904	0.001932355
905	0.001824803
906	0.002178577
907	0.0019356
908	0.00186635
909	0.001845955
910	0.001851548
911	0.001922576
912	0.001870698
913	0.001924532
914	0.001997439
915	0.001900908
916	0.001891527
917	0.00211664
918	0.00198616
919	0.002045919
920	0.001911401
921	0.001907098
922	0.001945774
923	0.001914661
924	0.001933268
925	0.001869149
926	0.001879757
927	0.001883001
928	0.001836747
929	0.001970314
930	0.001977039
931	0.002090409
932	0.00189054
933	0.001904959
934	0.001912109
935	0.001857244
936	0.001928954
937	0.002193248
938	0.002104108
939	0.001963884
940	0.0019514
941	0.001972894
942	0.001831487
943	0.001956394
944	0.001913131
945	0.001923934
946	0.001897823
947	0.001831778
948	0.001806595
949	0.001927019
950	0.001942968
951	0.001889266
952	0.001902481
953	0.002046628
954	0.001856826
955	0.001933704
956	0.00195561
957	0.001900374
958	0.00194049
959	0.001957655
960	0.002007045
961	0.001934006
962	0.002082956
963	0.001908482
964	0.001873381
965	0.001997894
966	0.002084954
967	0.001967318
968	0.001895425
969	0.001833837
970	0.001821533
971	0.001796512
972	0.001987057
973	0.001909286
974	0.00197392
975	0.001873072
976	0.001796571
977	0.00180585
978	0.001817493
979	0.001822623
980	0.001809393
981	0.001796711
982	0.002002949
983	0.001824955
984	0.001977836
985	0.001909864
986	0.001992333
987	0.001819502
988	0.001858063
989	0.001816382
990	0.001776872
991	0.001900551
992	0.002066465
993	0.002156852
994	0.002002792
995	0.001978883
996	0.001829685
997	0.001913234
998	0.001815991
999	0.001815232
1000	0.001820429
