epoch	Perceptual loss
321	0.005460411
322	0.005614613
323	0.005493289
324	0.005399879
325	0.005509031
326	0.005643853
327	0.005395844
328	0.005603598
329	0.005770473
330	0.005663792
331	0.005734268
332	0.006031716
333	0.006069647
334	0.005603198
335	0.00570176
336	0.005834355
337	0.005969206
338	0.005546395
339	0.006119027
340	0.005726063
341	0.005613525
342	0.005556273
343	0.005686803
344	0.006123412
345	0.005791941
346	0.005601589
347	0.005512043
348	0.005243351
349	0.005404493
350	0.005311794
351	0.00553964
352	0.005701255
353	0.005420227
354	0.005371395
355	0.005725202
356	0.005442904
357	0.00541611
358	0.005876284
359	0.005222945
360	0.00534089
361	0.00556954
362	0.005544866
363	0.005755417
364	0.006035576
365	0.006130919
366	0.005717854
367	0.005727564
368	0.006040706
369	0.005609736
370	0.005330007
371	0.005238914
372	0.005056371
373	0.005310069
374	0.005223884
375	0.005288254
376	0.00508515
377	0.00559561
378	0.005399643
379	0.005292017
380	0.005630812
381	0.005441418
382	0.005001047
383	0.00512667
384	0.005214325
385	0.005532002
386	0.005467491
387	0.005400197
388	0.005762549
389	0.005594657
390	0.004927631
391	0.005538518
392	0.005541145
393	0.005392669
394	0.005161938
395	0.005180129
396	0.005461037
397	0.005183913
398	0.005503942
399	0.005403301
400	0.005107953
401	0.005362015
402	0.005551352
403	0.005012906
404	0.005154404
405	0.005108805
406	0.005373018
407	0.00487523
408	0.005182835
409	0.005139555
410	0.005123069
411	0.004969148
412	0.005158827
413	0.005304003
414	0.005330214
415	0.005222454
416	0.005125852
417	0.005270191
418	0.005104617
419	0.005004128
420	0.005335765
421	0.005413417
422	0.00514241
423	0.00498637
424	0.005189847
425	0.00515307
426	0.004888758
427	0.005162722
428	0.005208692
429	0.005136173
430	0.005279109
431	0.004803825
432	0.005198952
433	0.004823485
434	0.005062655
435	0.005118411
436	0.004974689
437	0.00481906
438	0.005099583
439	0.005093407
440	0.005025919
441	0.005111247
442	0.005163585
443	0.005051942
444	0.004744812
445	0.004638508
446	0.004869458
447	0.004579886
448	0.005054585
449	0.004913797
450	0.005089741
451	0.004946579
452	0.004990418
453	0.004678962
454	0.004783077
455	0.004818457
456	0.005164663
457	0.004932932
458	0.005244553
459	0.00497026
460	0.005024087
461	0.00502001
462	0.004803952
463	0.004921062
464	0.005633924
465	0.004930815
466	0.004936256
467	0.005242191
468	0.005150422
469	0.005001319
470	0.005379215
471	0.005400814
472	0.005154393
473	0.005136007
474	0.004923355
475	0.00493357
476	0.004693472
477	0.005080741
478	0.005377292
479	0.005163182
480	0.004695039
481	0.004694017
482	0.005167061
483	0.004738972
484	0.004866916
485	0.004934996
486	0.004682091
487	0.004759347
488	0.00514441
489	0.005017558
490	0.004883458
491	0.004876491
492	0.004705957
493	0.005252082
494	0.004533666
495	0.004838527
496	0.004735146
497	0.004811166
498	0.004759851
499	0.004797613
500	0.00495395
501	0.004842099
502	0.004825106
503	0.004817567
504	0.00458538
505	0.00481579
506	0.004856338
507	0.004931097
508	0.004632515
509	0.004846198
510	0.00474766
511	0.00488133
512	0.004877107
513	0.004867119
514	0.004569006
515	0.004626396
516	0.004554193
517	0.004723809
518	0.004926704
519	0.004545163
520	0.004814564
521	0.004881289
522	0.005042906
523	0.004507395
524	0.004530478
525	0.004783115
526	0.005233125
527	0.005070546
528	0.004612158
529	0.004845332
530	0.005077297
531	0.004866218
532	0.004842237
533	0.004990438
534	0.004669546
535	0.00513518
536	0.004947538
537	0.004892753
538	0.004640846
539	0.005198083
540	0.005007185
541	0.004972561
542	0.005144584
543	0.005139355
544	0.005264556
545	0.005428439
546	0.004968741
547	0.005072032
548	0.004776863
549	0.004680061
550	0.005380233
551	0.004725496
552	0.004823919
553	0.004509169
554	0.004725003
555	0.004651385
556	0.00496144
557	0.004881323
558	0.004853634
559	0.004697897
560	0.004399198
561	0.004780681
562	0.004547027
563	0.004738675
564	0.004725805
565	0.004712793
566	0.004852837
567	0.0046296
568	0.004381377
569	0.004548651
570	0.004572785
571	0.004304867
572	0.004225573
573	0.004533976
574	0.004552367
575	0.004771041
576	0.004684926
577	0.004742552
578	0.004803898
579	0.004519204
580	0.004521166
581	0.004639198
582	0.004582501
583	0.004823715
584	0.004512581
585	0.004559054
586	0.004889894
587	0.004854912
588	0.004465503
589	0.004793693
590	0.004614626
591	0.004664453
592	0.004563663
593	0.004899897
594	0.004886534
595	0.004597726
596	0.004795928
597	0.004485813
598	0.004500989
599	0.004508995
600	0.004723534
601	0.004585636
602	0.004547262
603	0.004974372
604	0.004910359
605	0.004696379
606	0.004399162
607	0.004475402
608	0.004525818
609	0.004454546
610	0.004327318
611	0.004308925
612	0.004448501
613	0.0046845
614	0.004158689
615	0.004561107
616	0.004590329
617	0.004573077
618	0.004593623
619	0.004513821
620	0.004837762
621	0.004525255
622	0.004384875
623	0.004476618
624	0.004656603
625	0.004801756
626	0.005247061
627	0.00488909
628	0.00449933
629	0.004544767
630	0.005162542
631	0.004657621
632	0.004404112
633	0.004309164
634	0.004518083
635	0.004454895
636	0.004559766
637	0.004391991
638	0.004661669
639	0.004509512
640	0.004633643
641	0.004421994
642	0.004730846
643	0.004375381
644	0.004177327
645	0.004269167
646	0.004402876
647	0.004510552
648	0.004556421
649	0.004340707
650	0.004594339
651	0.004595761
652	0.004451341
653	0.004141437
654	0.004790769
655	0.004466173
656	0.004433593
657	0.004485273
658	0.004615061
659	0.004650491
660	0.004504125
661	0.004699901
662	0.004638752
663	0.004693463
664	0.004601229
665	0.004442606
666	0.004485765
667	0.004630636
668	0.004776655
669	0.004493383
670	0.004751049
671	0.004438741
672	0.004726359
673	0.005055358
674	0.005136013
675	0.004874864
676	0.004966718
677	0.004588206
678	0.005029377
679	0.004605744
680	0.004760064
681	0.004462914
682	0.004832057
683	0.004912255
684	0.004596481
685	0.00475261
686	0.004415017
687	0.004549525
688	0.005025318
689	0.004615874
690	0.00462957
691	0.004441396
692	0.004393818
693	0.004154003
694	0.004055355
695	0.003803603
696	0.004289858
697	0.004292687
698	0.004146575
699	0.00390792
700	0.00395912
701	0.004016979
702	0.004103882
703	0.004169499
704	0.004207795
705	0.003901095
706	0.003852497
707	0.004016794
708	0.004003205
709	0.003952153
710	0.00423542
711	0.004077213
712	0.004321491
713	0.004506043
714	0.004308986
715	0.003911999
716	0.004114416
717	0.003949707
718	0.003831328
719	0.004207214
720	0.004021829
721	0.004175725
722	0.004395075
723	0.004061179
724	0.004641179
725	0.004193049
726	0.004262677
727	0.004614997
728	0.004326985
729	0.004504391
730	0.003984518
731	0.004204625
732	0.004053125
733	0.004162356
734	0.00435243
735	0.004185241
736	0.004678887
737	0.004085113
738	0.003971363
739	0.004038268
740	0.003867662
741	0.003910104
742	0.003980257
743	0.003778443
744	0.004097551
745	0.004074771
746	0.004048677
747	0.004189657
748	0.003806113
749	0.004236953
750	0.00415979
751	0.004264647
752	0.004227156
753	0.004333752
754	0.003860738
755	0.004037727
756	0.004356724
757	0.004122603
758	0.004147248
759	0.004322029
760	0.004172111
761	0.003961336
762	0.003990953
763	0.004327137
764	0.00407488
765	0.003924655
766	0.00386152
767	0.003979036
768	0.004081904
769	0.004143973
770	0.003921193
771	0.004231106
772	0.004519933
773	0.004289809
774	0.004008711
775	0.00379192
776	0.004135664
777	0.003918567
778	0.003762321
779	0.003990435
780	0.003969978
781	0.00398227
782	0.003931582
783	0.004068957
784	0.003935403
785	0.004047883
786	0.004333661
787	0.003794033
788	0.004619678
789	0.004193233
790	0.004458501
791	0.00414912
792	0.004214681
793	0.003873936
794	0.004290692
795	0.003948145
796	0.004022272
797	0.003702631
798	0.004292703
799	0.004239193
800	0.003790239
801	0.003795429
802	0.003719071
803	0.004187502
804	0.003801966
805	0.003994732
806	0.00415584
807	0.003848393
808	0.00400317
809	0.00411613
810	0.00417711
811	0.003791567
812	0.003873557
813	0.004074928
814	0.004337495
815	0.003888484
816	0.004035598
817	0.003962541
818	0.004004352
819	0.004050154
820	0.00415563
821	0.004233671
822	0.004066625
823	0.004751224
824	0.004287691
825	0.004020968
826	0.004018258
827	0.003949608
828	0.00407428
829	0.004257173
830	0.004432767
831	0.004533002
832	0.004077653
833	0.004056826
834	0.003866804
835	0.003972856
836	0.004013504
837	0.00424507
838	0.004286886
839	0.004015599
840	0.004349835
841	0.004369326
842	0.004761853
843	0.004319633
844	0.004037941
845	0.004495723
846	0.004229299
847	0.004284926
848	0.004145781
849	0.003878357
850	0.003977566
851	0.003605706
852	0.003759979
853	0.003596072
854	0.003863585
855	0.003977951
856	0.003405793
857	0.003596306
858	0.003690559
859	0.00378985
860	0.003659078
861	0.003776565
862	0.003543851
863	0.003598983
864	0.003841653
865	0.003970071
866	0.004079625
867	0.00400948
868	0.003804417
869	0.003782567
870	0.003889811
871	0.003788481
872	0.0038617
873	0.003775722
874	0.003772878
875	0.004049925
876	0.003676219
877	0.003728127
878	0.003907293
879	0.004025703
880	0.003960896
881	0.003742897
882	0.00390147
883	0.004053155
884	0.003821846
885	0.003935959
886	0.004223093
887	0.003852143
888	0.004054623
889	0.004165701
890	0.003801944
891	0.003957733
892	0.003795362
893	0.004084266
894	0.00399519
895	0.004110963
896	0.003792389
897	0.003866639
898	0.00440756
899	0.003872395
900	0.004031009
901	0.003866066
902	0.004163082
903	0.003911561
904	0.004219837
905	0.004038031
906	0.003771454
907	0.003922981
908	0.003938286
909	0.00403452
910	0.003640851
911	0.003982927
912	0.004051305
913	0.00385903
914	0.003928995
915	0.003753917
916	0.003641206
917	0.003737701
918	0.003801888
919	0.003890452
920	0.003854201
921	0.003875189
922	0.003634765
923	0.003706512
924	0.003651091
925	0.003681519
926	0.003649985
927	0.003708256
928	0.003649129
929	0.004102622
930	0.003683234
931	0.003509152
932	0.003905999
933	0.0037968
934	0.003949202
935	0.003782724
936	0.003971201
937	0.003887454
938	0.003671186
939	0.003755895
940	0.00399249
941	0.003601566
942	0.00397945
943	0.003979005
944	0.003822157
945	0.003505379
946	0.003549933
947	0.003576713
948	0.003717769
949	0.003652395
950	0.003877315
951	0.003777868
952	0.003623975
953	0.003586276
954	0.00358888
955	0.00408073
956	0.004165147
957	0.00363053
958	0.003759842
959	0.0037372
960	0.003861809
961	0.003678552
962	0.003924774
963	0.003774215
964	0.003500596
965	0.003597524
966	0.003597481
967	0.003701355
968	0.003715882
969	0.004120576
970	0.003968077
971	0.004090225
972	0.004262339
973	0.004051491
974	0.003935502
975	0.004233903
976	0.003712517
977	0.004092216
978	0.004323336
979	0.003847396
980	0.004234501
981	0.003935108
982	0.003801268
983	0.004415502
984	0.004170626
985	0.00391424
986	0.003861473
987	0.003692915
988	0.003736782
989	0.003632057
990	0.003735831
991	0.004051544
992	0.003968749
993	0.003884999
994	0.003778832
995	0.003739832
996	0.003752301
997	0.003895196
998	0.003738536
999	0.00364908
1000	0.003754377
