epoch	discriminator loss
175	0.168197545
176	0.036231364
177	0.05719
178	0.282874697
179	0.030541303
180	0.209230939
181	0.017967303
182	0.06818297
183	0.059908697
184	0.01396997
185	0.008535576
186	0.089858515
187	0.174791212
188	0.062170212
189	0.210370545
190	0.070240182
191	0.018039424
192	0.046017576
193	0.004221545
194	0.015762061
195	0.043355394
196	0.063811667
197	0.154159667
198	0.08909997
199	0.142404909
200	0.004203061
201	0.014631364
202	0.167815909
203	0.033291515
204	0.063837121
205	0.045459242
206	0.046477394
207	0.321712545
208	0.342152879
209	0.079560576
210	0.052769697
211	0.05831103
212	0.014018121
213	0.106039152
214	0.103297697
215	0.226671758
216	0.004465818
217	0.025013455
218	0.08144003
219	0.013233545
220	0.074164
221	0.107045879
222	0.044312485
223	0.007785545
224	0.12602097
225	0.079142909
226	0.21063997
227	0.032886424
228	0.063463667
229	0.037833061
230	0.026929333
231	0.02729697
232	0.025140061
233	0.191829909
234	0.012366576
235	0.066732697
236	0.061741515
237	0.152286455
238	0.004868545
239	0.033453879
240	0.106111091
241	0.012297242
242	0.024148909
243	0.018558667
244	0.002308
245	0.149975879
246	0.182648182
247	0.279823394
248	0.259359939
249	0.236144394
250	0.199489
251	0.619050061
252	0.157572848
253	0.020464788
254	0.008937727
255	0.094893424
256	0.254972788
257	0.197067515
258	0.210799727
259	0.010963
260	0.008663909
261	0.010212273
262	0.075137909
263	0.039142152
264	0.026839636
265	0.034003939
266	0.084641879
267	0.022601667
268	0.020739364
269	0.002818758
270	0.006719636
271	0.031269394
272	0.016303364
273	0.005793182
274	0.000743061
275	0.101380939
276	0.128209515
277	0.041907545
278	0.009336636
279	0.003206121
280	0.063922909
281	0.006778909
282	0.018191091
283	0.053485485
284	0.058331545
285	0.162656879
286	0.195120788
287	0.152892727
288	0.040627424
289	0.066057515
290	0.103806424
291	0.316739333
292	0.26561503
293	0.173712758
294	0.373269818
295	0.056929758
296	0.031019909
297	0.045338303
298	0.047801182
299	0.062699273
300	0.070070061
301	0.055225545
302	0.079293182
303	0.094019939
304	0.04018997
305	0.026501333
306	0.009241576
307	0.004410091
308	0.139816333
309	0.068113939
310	0.207347061
311	0.154015818
312	0.300089939
313	0.008566303
314	0.023964485
315	0.090466727
316	0.381700303
317	0.059431939
318	0.012661333
319	0.099527636
320	0.207151515
321	0.058017939
322	0.130639091
323	0.007245
324	0.036604424
325	0.029835485
326	0.040877485
327	0.030354121
328	0.004501667
329	0.011448606
330	0.052178061
331	0.003179515
332	0.179683758
333	0.017328606
334	0.18058597
335	0.120380364
336	0.028343424
337	0.088510303
338	0.024416515
339	0.157987152
340	0.004748485
341	0.022467515
342	0.148439909
343	0.158986212
344	0.025636182
345	0.02279897
346	0.191703455
347	0.038402848
348	0.015513788
349	0.024703
350	0.129474
351	0.004976606
352	0.185024182
353	0.005355909
354	0.002855818
355	0.049445091
356	0.029755576
357	0.082755576
358	0.04603897
359	0.046637091
360	0.044705879
361	0.003368455
362	0.018085424
363	0.006016758
364	0.018961727
365	0.001168879
366	0.006170909
367	0.055355909
368	0.250334364
369	0.454814182
370	0.211651636
371	0.139217848
372	0.194671545
373	0.265115303
374	0.040632576
375	0.095237848
376	0.046539485
377	0.069282848
378	0.042247121
379	0.030175636
380	0.179450424
381	0.019614909
382	0.005701333
383	0.010504333
384	0.008785636
385	0.01419803
386	0.006178152
387	0.045544636
388	0.055114727
389	0.128298636
390	0.005603879
391	0.029023758
392	0.045110121
393	0.092071424
394	0.125608545
395	0.141935879
396	0.08402003
397	0.062058697
398	0.020238576
399	0.21594897
400	0.033518939
401	0.097168333
402	0.216778485
403	0.009110455
404	0.083504
405	0.138757182
406	0.045613576
407	0.124072788
408	0.081352121
409	0.191872879
410	0.004334697
411	0.00703697
412	0.103290273
413	0.085669
414	0.182233061
415	0.105878303
416	0.045987667
417	0.013620242
418	0.014968818
419	0.017229455
420	0.003007667
421	0.130885061
422	0.024040576
423	0.030634848
424	0.059063242
425	0.005108545
426	0.020894576
427	0.005078515
428	0.003391242
429	0.037180061
430	0.005745212
431	0.002424758
432	0.148472545
433	0.021248697
434	0.240576091
435	0.006704424
436	0.020646455
437	0.144214727
438	0.021068303
439	0.066248091
440	0.025935848
441	0.189517909
442	0.021517939
443	0.339966636
444	0.149701697
445	0.164518152
446	0.077815182
447	0.181064212
448	0.071586606
449	0.064043939
450	0.052910394
451	0.019411818
452	0.007367818
453	0.020637788
454	0.006525182
455	0.085574394
456	0.005283394
457	0.150648606
458	0.037186545
459	0.025122758
460	0.004282303
461	0.000593455
462	0.006195788
463	0.00935697
464	0.00359397
465	0.007484455
466	0.00727297
467	0.021104636
468	0.023123788
469	0.011990818
470	0.040367182
471	0.050322061
472	0.049409636
473	0.002457061
474	0.002096515
475	0.001198121
476	0.011196667
477	0.252729636
478	0.15183903
479	0.151627576
480	0.050120758
481	0.109735758
482	0.084091545
483	0.047696061
484	0.045554242
485	0.082700212
486	0.125434242
487	0.115502364
488	0.028899939
489	0.072386939
490	0.106921636
491	0.106741758
492	0.149926697
493	0.199548727
494	0.042533606
495	0.161428061
496	0.077216515
497	0.148786152
498	0.015797606
499	0.105155606
500	0.133155121
501	0.006972758
502	0.016089727
503	0.016880182
504	0.010862636
505	0.086337606
506	0.123877061
507	0.006115697
508	0.047798788
509	0.041780273
510	0.215646182
511	0.034749848
512	0.019848394
513	0.25751703
514	0.014438333
515	0.027004667
516	0.122567515
517	0.044305364
518	0.068568242
519	0.208226273
520	0.033297182
521	0.041777091
522	0.022047848
523	0.06713603
524	0.03865497
525	0.012112485
526	0.060034364
527	0.012908515
528	0.004098485
529	0.019156303
530	0.010133515
531	0.001539697
532	0.004855424
533	0.001193848
534	0.133338121
535	0.031616
536	0.016228667
537	0.010820879
538	0.002802485
539	0.012078909
540	0.007711273
541	0.011892061
542	0.133800242
543	0.005228727
544	0.133302121
545	0.045859606
546	0.17215803
547	0.070843333
548	0.074553152
549	0.066652333
550	0.041715818
551	0.028301091
552	0.067256182
553	0.013097121
554	0.054496909
555	0.03415703
556	0.04874503
557	0.202956606
558	0.017375758
559	0.109007273
560	0.167377788
561	0.195790152
562	0.017651879
563	0.342359485
564	0.051872394
565	0.211925606
566	0.013428818
567	0.049436061
568	0.127668061
569	0.024661636
570	0.010176333
571	0.063406303
572	0.053910485
573	0.015213182
574	0.04870897
575	0.027451485
576	0.063154667
577	0.081831242
578	0.047110212
579	0.074536485
580	0.019100848
581	0.010722879
582	0.034084121
583	0.009153909
584	0.002316242
585	0.008921697
586	0.006673818
587	0.12403503
588	0.011958333
589	0.051667545
590	0.007114455
591	0.008356939
592	0.002605333
593	0.070012364
594	0.026619636
595	0.011763424
596	0.176851848
597	0.009588758
598	0.139146636
599	0.081584424
600	0.157606485
601	0.151562636
602	0.021390303
603	0.048105515
604	0.18062503
605	0.00826103
606	0.02812597
607	0.097470182
608	0.025273848
609	0.165354152
610	0.003106273
611	0.041143697
612	0.066615091
613	0.043863939
614	0.04565103
615	0.007281848
616	0.059821061
617	0.015194697
618	0.005473455
619	0.006587424
620	0.142077273
621	0.022656424
622	0.018533182
623	0.195351758
624	0.072747576
625	0.003778273
626	0.015351697
627	0.034072152
628	0.019006273
629	0.030856273
630	0.16538903
631	0.248664818
632	0.06107497
633	0.05462403
634	0.044841697
635	0.026118758
636	0.032955455
637	0.093387727
638	0.01642303
639	0.089090242
640	0.000445455
641	0.059315606
642	0.005399212
643	0.071524576
644	0.012814212
645	0.022843576
646	0.225662758
647	0.153294697
648	0.023343636
649	0.048549455
650	0.037904212
651	0.089429242
652	0.04738403
653	0.023907939
654	0.057481848
655	0.006655394
656	0.015857939
657	0.00301203
658	0.036249788
659	0.001225939
660	0.015919061
661	0.010483333
662	0.015054394
663	0.002616545
664	0.001956364
665	0.002873818
666	0.001094273
667	0.007346303
668	0.00180697
669	0.015264242
670	0.017831152
671	0.004751545
672	0.000290818
673	0.009836455
674	0.000557061
675	0.011323758
676	0.021226333
677	0.005080303
678	0.000177576
679	0.001419273
680	0.000807636
681	0.005506576
682	0.021164364
683	0.029390636
684	0.212607788
685	0.059745727
686	0.043331
687	0.250331879
688	0.026883818
689	0.16844997
690	0.331189758
691	0.209951485
692	0.259621152
693	0.222536939
694	0.158738212
695	0.165035667
696	0.359102091
697	0.185720879
698	0.150915394
699	0.216556333
700	0.025632545
701	0.219642576
702	0.150864727
703	0.03816203
704	0.079176394
705	0.004811636
706	0.015542939
707	0.008732909
708	0.012248545
709	0.056113667
710	0.171120424
711	0.134578939
712	0.010474303
713	0.003621667
714	0.117351121
715	0.055567667
716	0.008727182
717	0.009805515
718	0.005900394
719	0.114715848
720	0.080325515
721	0.054165273
722	0.02108503
723	0.040250606
724	0.013079333
725	0.005693697
726	0.045198273
727	0.024962121
728	0.019415788
729	0.079603273
730	0.015555727
731	0.001806515
732	0.009434182
733	0.263343455
734	0.155512788
735	0.176093758
736	0.140189515
737	0.062207273
738	0.002116576
739	0.050799303
740	0.067605515
741	0.025973576
742	0.012103182
743	0.008502333
744	0.068475758
745	0.037901303
746	0.083979333
747	0.162921848
748	0.117032364
749	0.058815152
750	0.036909576
751	0.012689879
752	0.035485485
753	0.00548403
754	0.040518909
755	0.003926576
756	0.103360697
757	0.109178242
758	0.010138394
759	0.104437485
760	0.022285818
761	0.009567545
762	0.113280333
763	0.152992212
764	0.274000303
765	0.003803636
766	0.04422103
767	0.04348397
768	0.061972182
769	0.113169303
770	0.020954848
771	0.066646455
772	0.010723242
773	0.008066697
774	0.001118515
775	0.065325485
776	0.174877
777	0.083428061
778	0.01591497
779	0.049120848
780	0.142399758
781	0.004931939
782	0.013742333
783	0.010081061
784	0.019381788
785	0.044187697
786	0.105094545
787	0.055519061
788	0.189488333
789	0.076225909
790	0.023088545
791	0.02444803
792	0.011723515
793	0.011048909
794	0.124748879
795	0.022631818
796	0.037701333
797	0.009503152
798	0.151858939
799	0.053629606
800	0.002602303
801	0.136725364
802	0.068594152
803	0.036147545
804	0.001908121
805	0.029457364
806	0.008402121
807	0.005985909
808	0.009235121
809	0.033406576
810	0.301070576
811	0.111505758
812	0.068807515
813	0.051332242
814	0.085601667
815	0.018431818
816	0.001655212
817	0.046360788
818	0.002221818
819	0.079951909
820	0.034348121
821	0.102762242
822	0.024335758
823	0.042176697
824	0.000660758
825	0.007803212
826	0.003242364
827	0.009348061
828	0.00188097
829	0.029857394
830	0.041199061
831	0.003567121
832	0.000752364
833	0.001527667
834	0.00576703
835	0.00293397
836	0.008765758
837	0.000394333
838	0.106195364
839	0.013845545
840	0.008511455
841	0.00251903
842	0.025763879
843	0.000948758
844	0.014421333
845	0.136019242
846	0.006140879
847	0.242821303
848	0.064968515
849	0.284084667
850	0.206768848
851	0.187899152
852	0.133507758
853	0.294846121
854	0.084313515
855	0.367543939
856	0.042679303
857	0.028964636
858	0.144382091
859	0.064066212
860	0.075283152
861	0.017563606
862	0.055884121
863	0.048289545
864	0.050993909
865	0.120245212
866	0.112024091
867	0.017279333
868	0.016046909
869	0.002104061
870	0.077186788
871	0.275140394
872	0.011243273
873	0.01513703
874	0.030599879
875	0.018016545
876	0.00156903
877	0.007488727
878	0.006542242
879	0.002871848
880	0.001929303
881	0.001753394
882	0.015887788
883	0.001860545
884	0.002237242
885	0.017355818
886	0.001963333
887	0.002600364
888	0.152125121
889	0.032092303
890	0.007526909
891	0.003630182
892	0.015977394
893	0.007631242
894	0.002984212
895	0.00117897
896	0.004604152
897	0.061850515
898	0.025945848
899	0.001738909
900	0.005998848
901	0.019800879
902	0.001764303
903	0.019519909
904	0.123951758
905	0.016821788
906	0.009186091
907	0.003275485
908	0.359764121
909	0.024682273
910	0.068301
911	0.169158545
912	0.079821636
913	0.024546364
914	0.078485818
915	0.183180697
916	0.178036182
917	0.087954667
918	0.106685091
919	0.024950515
920	0.008211758
921	0.039484152
922	0.006698667
923	0.023308939
924	0.079814939
925	0.280639636
926	0.017177242
927	0.124933242
928	0.069559909
929	0.065735121
930	0.077383545
931	0.01825803
932	0.15836003
933	0.093071
934	0.012112788
935	0.037012636
936	0.008747636
937	0.003459212
938	0.014887939
939	0.091471515
940	0.126216364
941	0.249331879
942	0.084779
943	0.125573091
944	0.032936818
945	0.005558879
946	0.021017424
947	0.014879939
948	0.008724727
949	0.123467121
950	0.004727818
951	0.004275758
952	0.144154121
953	0.136865818
954	0.034564515
955	0.00241197
956	0.008563303
957	0.026912606
958	0.013882212
959	0.025012636
960	0.008999818
961	0.003312515
962	0.016042061
963	0.011754
964	0.003842636
965	0.002192061
966	0.007443273
967	0.003866636
968	0.002346939
969	0.001501394
970	0.005012818
971	0.044095424
972	0.008747061
973	0.003766636
974	0.030282515
975	0.029405788
976	0.010766758
977	0.013422515
978	0.006247152
979	0.001820273
980	0.024393242
981	0.016946606
982	0.002851455
983	0.179720788
984	0.00742503
985	0.014329333
986	0.087634182
987	0.032387152
988	0.027450091
989	0.005105545
990	0.018095333
991	0.066442242
992	0.26680597
993	0.026093576
994	0.293178242
995	0.205065061
996	0.237591879
997	0.079338424
998	0.212103515
999	0.129107303
1000	0.025174364
